ClubName,ClubNameShort,CountryName,LeagueName,ClubFMId
ACS Tractorul Cetate II,Tractorul Cetate II,Romania,Romanian Fourth League Dolj,57211652
Emaus Cernavoda,,Romania,Romanian Fourth League Constanta,57211643
AS Steaua 2018 Prigor,,Romania,Romanian Fourth League Caras-Severin,57211640
AS Tutora,,Romania,Romanian Fourth League Iasi,57211663
AS Magica Caransebes,,Romania,Romanian Fourth League Caras-Severin,57211641
ACS Desa,,Romania,Romanian Fourth League Dolj,57211649
Stejarul Tibucani,,Romania,Romanian Fourth League Neamt,57211669
AS Grumazesti,,Romania,Romanian Fourth League Neamt,57211668
Zorile Urecheni,,Romania,Romanian Fourth League Neamt,57211667
AS Arcus,,Romania,Romanian Fourth League Covasna,57211644
AS Cetatea 1396 Targoviste,,Romania,Romanian Fourth League Dambovita,57211645
ACS Muresul Chirileu,,Romania,Romanian Fourth League Mures,57211666
AS Steagu Rosu Colacu,,Romania,Romanian Fourth League Dambovita,57211647
Viitorul Pecineaga,,Romania,Romanian Fourth League Constanta,57211642
ACS Vointa Mariselu,Vointa Mariselu,Romania,Romanian Fourth League Bistrita-Nasaud,57048711
AS Victoria Calan,Victoria Calan,Romania,Romanian Fourth League Hunedoara,57003602
ACS Corbeanca,,Romania,Romanian Fourth League Ilfov,57044255
CSO Anina,,Romania,Romanian Fourth League Caras-Severin,57050084
AS Petrolul Stoina,Petrolul Stoina,Romania,Romanian Fourth League Gorj,57050200
AS Era S Comexim Caransebes,ERA Caransebes,Romania,Romanian Fourth League Caras-Severin,57050211
AS Progresul Isaccea,,Romania,Romanian Fourth League Tulcea,57050242
CS Rucar,Rucar,Romania,Romanian Fourth League Arges,57057193
Vointa Ion Creanga,,Romania,Romanian Fourth League Neamt,57057247
Energia Pangarati,,Romania,Romanian Fourth League Neamt,57031875
ACS Performanta Ighiu 2004,Performanta Ighiu,Romania,Romanian Fourth League Alba,57059827
AS Prundu,,Romania,Romanian Fourth League Giurgiu,57065345
National 2012 Golesti,,Romania,Romanian Fourth League Vrancea,57057260
ACS Tarnava Mica Sangeorgiu de Padure,Sangeorgiu de Padure,Romania,Romanian Fourth League Mures,57065511
AS Foresta Campulung la Tisa,Foresta Campulung,Romania,Romanian Fourth League Maramures,57065533
ASA Sibiu,,Romania,Romanian Fourth League Sibiu,57065587
Victoria Tiream,,Romania,Romanian Fourth League Satu Mare,57191030
Vointa Dochia,,Romania,Romanian Fourth League Neamt,57061200
AS Vointa Limpezis,Limpezis,Romania,Romanian Fourth League Buzau,57061113
AS Gaz Metan Finta,Gaz Metan Finta,Romania,Romanian Fourth League Dambovita,57061172
CSO Borsa,,Romania,Romanian Fourth League Maramures,57061185
ASF Girov,,Romania,Romanian Fourth League Neamt,57061199
AS Progresul Taure,Progresul Taure,Romania,Romanian Fourth League Bistrita-Nasaud,57065186
AS Olimpic Voila,Olimpic Voila,Romania,Romanian Fourth League Brasov,57065218
ACS Dacia Bertesti,Dacia Bertesti,Romania,Romanian Fourth League Braila,57065247
FCS Bistra Glimboca,Glimboca,Romania,Romanian Fourth League Caras-Severin,57065290
ACS Oltul Ionesti,Oltul Ionesti,Romania,Romanian Fourth League Valcea,57057264
AS Inter Sanger,Inter Sanger,Romania,Romanian Fourth League Mures,57061193
Vointa Slobozia Ciorasti,,Romania,Romanian Fourth League Vrancea,57065659
CSU Universitatea de Vest din Timisoara,UVT,Romania,Romanian Fourth League Timis,57182045
Olimpia MCMXXI Satu Mare,Olimpia Satu Mare,Romania,Romanian Fourth League Satu Mare,57189817
CS Universitatea Alba iulia,CSU Alba Iulia,Romania,Romanian Fourth League Alba,57189921
CS Sacueni,,Romania,Romanian Fourth League Bihor,57173175
ACS Rapid - Frumosii Nebuni ai Giulestiului,ACS Rapid FNG,Romania,Romanian Fourth League Bucuresti,57172867
AS Sporting Poieni Solca,Sporting Poieni Solca,Romania,Romanian Fourth League Suceava,57191033
CS Inter Unirea,Inter Unirea,Romania,Romanian Fourth League Alba,57207388
AS Fisag Ciucsangiorgiu,Ciucsangiorgiu,Romania,Romanian Fourth League Harghita,57190789
AS Progresul Valea Dragului,Valea Dragului,Romania,Romanian Fourth League Giurgiu,57142975
AS Carmen Satulung,Carmen Satulung,Romania,Romanian Fourth League Maramures,57143029
Sageata Biliesti,,Romania,Romanian Fourth League Vrancea,57175755
AS FC Rapid Sacalaz,Rapid Sacalaz,Romania,Romanian Fourth League Timis,57207468
Vulturul Costisa,,Romania,Romanian Fourth League Neamt,57159488
AS FC Athletic Sura Mare,,Romania,Romanian Fourth League Sibiu,57159499
FC Pausesti Otasau,Pausesti Otasau,Romania,Romanian Fourth League Valcea,57159525
ACS Gauss Bacau,Gauss Bacau,Romania,Romanian Fourth League Bacau,57171732
CS Sporting Juniorul Vaslui,Juniorul Vaslui,Romania,Romanian Fourth League Vaslui,57172096
Petrolul Baicoi,,Romania,Romanian Fourth League Prahova,57153921
CSO Negresti,,Romania,Romanian Fourth League Vaslui,57211605
CSC Sanmartin II,,Romania,Romanian Fourth League Bihor,57211567
CS Foresta Tileagd,Foresta Tileagd,Romania,Romanian Fourth League Bihor,57211569
AS Independentul Darabani,Independentul Darabani,Romania,Romanian Fourth League Botosani,57211570
CS Dinamic Unirea,,Romania,Romanian Fourth League Braila,57211571
AS Cetatenii Ghimbav,,Romania,Romanian Fourth League Brasov,57211602
Siretul Suraia,,Romania,Romanian Fourth League Vrancea,57211604
AS Rapid Bacau,Rapid Bacau,Romania,Romanian Fourth League Bacau,57211564
FC Cretesti,,Romania,Romanian Fourth League Vaslui,57211606
Viitorul Vetrisoaia,,Romania,Romanian Fourth League Vaslui,57211607
CS Oltul Dragoesti,,Romania,Romanian Fourth League Valcea,57211610
AS Baile Olanesti,,Romania,Romanian Fourth League Valcea,57211611
AS Viitorul Murighiol,,Romania,Romanian Fourth League Tulcea,57211613
AS Fortius-Partizanul Merei,Partizanul Merei,Romania,Romanian Fourth League Buzau,57211603
CS Rapid Satu Nou de Sus,Rapid Satu Nou,Romania,Romanian Fourth League Maramures,57209035
AS Sageata Dumbravita,Sageata Dumbravita,Romania,Romanian Fourth League Bistrita-Nasaud,57207505
ACS Sepsi OSK Sfantu Gheorghe II,Sepsi OSK II,Romania,Romanian Fourth League Covasna,57207610
CSM Corona Brasov,Corona Brasov,Romania,Romanian Fourth League Brasov,57207668
Fotbal Club Rapid 1923 II,FC Rapid II,Romania,Romanian Fourth League Bucuresti,57208004
AS Bradul M Casin,Bradul Casin,Romania,Romanian Fourth League Bacau,57211566
AS FC Aripi Pitesti 2017,Aripi Pitesti,Romania,Romanian Fourth League Arges,57208365
AS Caiuti,,Romania,Romanian Fourth League Bacau,57211565
CSO Minerul Baia Sprie,Baia Sprie,Romania,Romanian Fourth League Maramures,57209036
ACS Sportivii Bucuresti,Sportivii Bucuresti,Romania,Romanian Fourth League Bucuresti,57209994
ACS Power Team Bucuresti,Power Team,Romania,Romanian Fourth League Bucuresti,57209995
CS Branesti,,Romania,Romanian Fourth League Ilfov,57210019
AS Suporterilor FCM Bacau,FCM Bacau,Romania,Romanian Fourth League Bacau,57211563
ACS Recea,,Romania,Romanian Fourth League Arges,57208364
AS Vointa Plopu,Vointa Plopu,Romania,Romanian Fourth League Braila,57142901
AS Steaua Spatarei,Spatarei,Romania,Romanian Fourth League Teleorman,57072555
ACS Atletic Orbeasca,Atletic Orbeasca,Romania,Romanian Fourth League Teleorman,57072563
Petrolul Ileana,,Romania,Romanian Fourth League Calarasi,57076767
AS Conpet 2006 Stefan cel Mare,,Romania,Romanian Fourth League Calarasi,57076781
AS Triumf Cerna,Triumf Cerna,Romania,Romanian Fourth League Tulcea,57072533
ACS Unirea Milcovu,Unirea Milcovu,Romania,Romanian Fourth League Vrancea,57072452
AS Unirea Stalpu,,Romania,Romanian Fourth League Buzau,57076849
AS Gloria Vadu Pasii,Vadu Pasii,Romania,Romanian Fourth League Buzau,57076867
ACS FC Danut Coman,FC Danut Coman,Romania,Romanian Fourth League Arges,57084244
ACS Urban Titu,Urban Titu,Romania,Romanian Fourth League Dambovita,57086179
AS Biruinta Miroslovesti,Miroslovesti,Romania,Romanian Fourth League Iasi,57072157
ACS Electrica Bucuresti,Electrica Bucuresti,Romania,Romanian Fourth League Bucuresti,57071720
AS Viitorul Garbau,,Romania,Romanian Fourth League Cluj,57071753
CS Glina,,Romania,Romanian Fourth League Ilfov,57072129
Flacara Brusturi,Brusturi,Romania,Romanian Fourth League Neamt,57086583
ACS Viitorul Tg. Frumos,Viitorul Tg. Frumos,Romania,Romanian Fourth League Iasi,57072159
CS Seini,,Romania,Romanian Fourth League Maramures,57072316
Ozana Timisesti,Timisesti,Romania,Romanian Fourth League Neamt,57072376
Viitorul Podoleni,Podoleni,Romania,Romanian Fourth League Neamt,57072387
AS Ghimes Faget Lunca de Sus,Lunca de Sus,Romania,Romanian Fourth League Harghita,57072006
AS M. V. Calugareni,MV Calugareni,Romania,Romanian Fourth League Giurgiu,57117773
CSM Sighetu Marmatiei,CSM Sighet,Romania,Romanian Fourth League Maramures,57119436
Vointa Valu lui Traian,Valu lui Traian,Romania,Romanian Fourth League Constanta,57121720
Siretul Doljesti,Doljesti,Romania,Romanian Fourth League Neamt,57121782
AS Metalul Bogdan Voda,Metalul Bogdan Voda,Romania,Romanian Fourth League Maramures,57121835
AS Flamura Rosie Sascut,Flamura Rosie Sascut,Romania,Romanian Fourth League Bacau,57086355
AS MÜ Frumoasa,,Romania,Romanian Fourth League Harghita,57110316
CS Phoenix Buzias,Phoenix Buzias,Romania,Romanian Fourth League Timis,57125972
ACS Dacia Unirea Braila II,Dacia Unirea Braila II,Romania,Romanian Fourth League Braila,57142105
ACS Vulturii Priboieni 2017,Priboieni,Romania,Romanian Fourth League Arges,57142871
AS Spicul Salva,Spicul Salva,Romania,Romanian Fourth League Bistrita-Nasaud,57142886
AS Viitorul Budesti,,Romania,Romanian Fourth League Valcea,57122003
ACS Viitorul Horia,,Romania,Romanian Fourth League Tulcea,57211614
Bravo Bodesti,Bodesti,Romania,Romanian Fourth League Neamt,57086586
AS Cerna Baia de Arama,Baia de Arama,Romania,Romanian Fourth League Mehedinti,57088302
ACS de Sanatate Vointa Buftea,Vointa Buftea,Romania,Romanian Fourth League Ilfov,57117708
AS AD Mediam Mehadia,Mehadia,Romania,Romanian Fourth League Caras-Severin,57115739
CS Dante Botosani,,Romania,Romanian Fourth League Botosani,57107722
AS Agmonia Zavoi,Zavoi,Romania,Romanian Fourth League Caras-Severin,57110230
Juventus 2007 Toflea,Juventus Toflea,Romania,Romanian Fourth League Galati,57086489
FC Sportul Studentesc,Sportul,Romania,,1512
CS Gloria Resita,Gloria Resita,Romania,,7544116
CS Minerul 2008 Motru,Minerul Motru,Romania,,7540076
ACS Municipal Dunarea Galati,Municipal Dunarea Galati,Romania,,7540446
CS Academia de Fotbal Gica Popescu,Academia Gica Popescu,Romania,Romanian U19 Top League West,7540448
CF Liberty Oradea,Liberty Oradea,Romania,Romanian Lower League,7542456
CSF CFR 1933 Timisoara,CFR Tim.,Romania,Romanian Lower League,7544054
ACS Fortuna Covaci,Fortuna Covaci,Romania,Romanian Lower League,7544102
FCM Targoviste,,Romania,Romanian Lower League,1300954
AS Gloria Islaz,Gloria Islaz,Romania,Romanian Lower League,57072123
Vointa Voinesti,Voinesti (IS),Romania,Romanian Lower League,57072167
AS Codrii Vlasie Moara Vlasiei,Moara Vlasiei,Romania,,57072116
CSS Alexandria,,Romania,,57072561
Inter Cizer,Inter Cizer,Romania,Romanian Lower League,57075247
AS Unirea Tatarastii de Sus,Un. Tatarastii de Sus,Romania,Romanian Lower League,57072573
AS Unirea Cosmesti,Un. Cosmesti,Romania,Romanian Lower League,57072565
Viitorul Ciortesti,Ciortesti,Romania,Romanian Lower League,57072147
ACS Viitorul Valea Mare,Viitorul Valea Mare,Romania,Romanian Lower League,57072522
LPS Roman,,Romania,Romanian U19 National Championship Group 1,57072393
ACS Unirea Tamaseni,Tamaseni,Romania,,57072378
Siretul Adjudeni,Adjudeni,Romania,Romanian Lower League,57072374
Smart Negresti,Smart Negresti,Romania,Romanian Lower League,57072475
Vulturul Balteni,Vulturul Balteni,Romania,Romanian Lower League,57072479
CS Nanov,,Romania,Romanian Lower League,57072559
CS Metalul Frasinet,Met. Frasinet,Romania,Romanian Lower League,57072553
AS Mihaesti,,Romania,Romanian Lower League,57072526
AS Oltetul Zatreni,Oltetul Zatreni,Romania,Romanian Lower League,57072524
Metalul Constanta,Metalul C-ta,Romania,,57072288
Victoria Francesti,V. Francesti,Romania,Romanian Lower League,57072516
Juventus Falciu,,Romania,Romanian Lower League,57072504
Gloria Lunca Banului,Lunca Banului,Romania,Romanian Lower League,57072493
Dinamic Botesti,Dinamic Botesti,Romania,Romanian Lower League,57072483
SC 2000 Lipovat,Lipovat,Romania,Romanian Lower League,57072481
CS Electroaparataj,Electroaparataj,Romania,,57071708
Academia Reghecampf,,Romania,,57071724
AS Vulcan,,Romania,Romanian Lower League,57071683
AS Dunarea Tichilesti,Dunarea Tichilesti,Romania,Romanian Lower League,57071663
AS BSE Belin,BSE Belin,Romania,Romanian Lower League,57071817
AS Venus Ozun,,Romania,Romanian Lower League,57071807
CS II Pestera,CS II Pestera,Romania,Romanian Lower League,57071791
Steaua Sperantei Silistea,Steaua Sperantei,Romania,Romanian Lower League,57071789
Dacia Mircea Voda,Dacia M. Voda,Romania,Romanian Lower League,57071785
Sport Prim Oltina,SP Oltina,Romania,Romanian Lower League,57071781
Danubius Rasova,Rasova,Romania,Romanian Lower League,57071777
ACS Gloria Movila Miresii,Movila Miresii,Romania,Romanian Lower League,57071638
AS Vladeasa Huedin,Vladeasa,Romania,Romanian Lower League,57071750
AS Intersport Maureni,AS Maureni,Romania,Romanian Lower League,57071744
AS Viitorul Vermes,Vermes,Romania,Romanian Lower League,57071742
Carsium Hirsova,Carsium H.,Romania,Romanian Lower League,57071779
Avantul Zapodeni,Av. Zapodeni,Romania,Romanian Lower League,57065643
AS Oltetul Alunu 2016,Oltetul Alunu,Romania,Romanian Lower League,57065641
CS Hidro Ramnicu Valcea,Hidro Ramnicu Valcea,Romania,Romanian U19 National Championship Group 7,57065635
AS Viitorul Ciresu,Viitorul Ciresu,Romania,Romanian Lower League,57071650
FC Ciucasul Intorsura Buzaului,Ciucasul I. Buzaului,Romania,Romanian Lower League,57071823
AFC Budac,Budac,Romania,Romanian Lower League,57071593
AS Steaua Negrasi,Steaua Negrasi,Romania,Romanian Lower League,57069371
Stil Tasnad,Stil Tasnad,Romania,Romanian Lower League,57068947
Vointa Stefan cel Mare,Vointa Stefan cel Mare,Romania,Romanian Lower League,57065645
Somesul Caraseu,Caraseu,Romania,Romanian Lower League,57068900
AS Campineanca,AS Campineanca,Romania,Romanian Lower League,57065657
AS Vointa Stroiesti,V. Stroiesti,Romania,Romanian Lower League,57066725
AS FC Spartak Gottlob,Sp. Gottlob,Romania,Romanian Lower League,57066696
CS Unirea Sannicolau Mare II,Sannicolau Mare II,Romania,Romanian Lower League,57066683
AS FC Real Dragsina,Dragsina,Romania,Romanian Lower League,57066677
CS Unirea Cerneteaz,Unirea Cerneteaz,Romania,Romanian Lower League,57066622
CS Dunarea Gropeni,Dun. Gropeni,Romania,Romanian Lower League,57071642
Victoria Petresti,Victoria Petresti,Romania,Romanian Lower League,57068940
AS Praid,AS Praid,Romania,Romanian Lower League,57071995
Spicul Colilia,Colilia,Romania,Romanian Lower League,57072043
Avantul Luica,Av. Luica,Romania,Romanian Lower League,57076792
CS FC Stiinta Malu Mare,Stiinta Malu Mare,Romania,Romanian Lower League,57071946
ASG Doicesti,AS Doicesti,Romania,Romanian Lower League,57071935
Vointa Reviga,Reviga,Romania,Romanian Lower League,57072045
Juventus Boranesti,Boranesti,Romania,Romanian Lower League,57072052
CS Bradul Moroeni,Moroeni,Romania,Romanian Lower League,57071921
Comertul Viisoara,Viisoara,Romania,Romanian Lower League,57071917
Sugo Batanii Mari,Sugo Batani,Romania,Romanian Lower League,57071825
AS Unirea Bozies,Unirea Bozies,Romania,Romanian Lower League,57072091
AS Avantul Produlesti,Av. Produlesti,Romania,Romanian Lower League,57071924
ASF Dosza Dalnic,,Romania,Romanian Lower League,57071821
Progresul Maldaresti,Maldaresti,Romania,Romanian Lower League,57122005
Prietenia Crucisor,Crucisor,Romania,Romanian Lower League,57121939
Iulius Bogdanesti,Bogdanesti,Romania,Romanian Lower League,57122029
CS Susani,Susani,Romania,Romanian Lower League,57122015
Zorile Scundu,Scundu,Romania,Romanian Lower League,57122013
Viitorul Axintele II,Axintele II,Romania,Romanian Lower League,57126115
AS Cazanesti (VL),AS Cazanesti (VL),Romania,Romanian Lower League,57122001
Topologul Galicea,Galicea,Romania,Romanian Lower League,57121999
AS Foresta Malaia,Malaia,Romania,Romanian Lower League,57121995
AS Sarica Niculitel,Niculitel,Romania,,57121961
AS Scolarii Frecatei,,Romania,,57121959
ACS Izbanda Mihail Kogalniceanu,Izbanda M.K.,Romania,Romanian Lower League,57121951
Viitorul Rebricea,Rebricea,Romania,Romanian Lower League,57122009
Dunarea Corabia,Dun. Corabia,Romania,Romanian Lower League,57129125
AS Flacara Zavoiu,,Romania,Romanian Lower League,57110278
Avantul Comana,,Romania,Romanian Lower League,57135984
CS Cavalerul Trac Cernisoara,Cavalerul Trac,Romania,Romanian Lower League,57133704
Unirea Dobrotesti,Dobrotesti,Romania,Romanian Lower League,57132740
AS Recas,AS Recas,Romania,Romanian Lower League,57131217
Gloria Puiesti,Gl. Puiesti,Romania,Romanian Lower League,57122031
AS Micesti 2002,AS Micesti,Romania,Romanian Lower League,57129847
ACS Viitorul Veresti,Viitorul Veresti,Romania,Romanian Lower League,57121875
CS National Sebis II,Sebis II,Romania,Romanian Lower League,57127507
CSM Pascani II,,Romania,Romanian Lower League,57127421
AFC Arges Pitesti 1953 Vulturii Alb-Violeti,FC Arges 1953,Romania,,57127411
AS Euro Spring,Spring,Romania,Romanian Lower League,57127294
AFC Pianu 2016,AFC Pianu,Romania,Romanian Lower League,57127290
ACS Atletico Vaslui,Atletico Vaslui,Romania,Romanian Lower League,57127068
Unirea Cocorastii Colt,Cocorastii Colt,Romania,Romanian Lower League,57126740
ACS CFR Romgaz Craiova,CFR Romgaz,Romania,Romanian U19 National Championship Group 6,57126168
AS Silva Udesti,Udesti,Romania,Romanian Lower League,57129932
Viitorul Vladila,Vladila,Romania,Romanian Lower League,57114223
Victoria Dobrun,,Romania,Romanian Lower League,57114219
Venus Negrilesti,Negrilesti,Romania,Romanian Lower League,57114217
AS Vulturul Arcalia,Vulturul Arcalia,Romania,Romanian Lower League,57114213
Crisul Alb Buteni,Crisul Alb Buteni,Romania,Romanian Lower League,57110819
AS FC Progresul Racovita,Racovita,Romania,Romanian Lower League,57115875
Unirea Sarateni,Un. Sarateni,Romania,Romanian Lower League,57110389
Olimpia Radulesti,Radulesti,Romania,Romanian Lower League,57110335
Fulgerul Fierbinti,,Romania,Romanian Lower League,57110331
CS Ghelari,CS Ghelari,Romania,Romanian Lower League,57110325
Agrojor Jorasti,Agrojor,Romania,Romanian Lower League,57110291
AFC Victoria Dragos Voda 2019,,Romania,Romanian Lower League,57076783
CS Viitorul 2010 Buzau,Viitorul Bz.,Romania,,57113263
AS Stejari,,Romania,,57117777
AS Speranta Sabareni,Sabareni,Romania,Romanian Lower League,57121528
Tineretul Suhaia,Suhaia,Romania,Romanian Lower League,57121499
AS Victoria 2013 Muntenii de Jos,Victoria Muntenii de Jos,Romania,Romanian Lower League,57120339
Unirea Mirsid,Mirsid,Romania,Romanian Lower League,57119859
ACS Unirea Brinceni,Unirea Brinceni,Romania,Romanian Lower League,57115652
Luceafarul Balan,Luc. Balan,Romania,,57119853
CS ASC Seaca,,Romania,Romanian Lower League,57142678
AS FC Dentas Tartasesti,Dentas Tartasesti,Romania,Romanian Lower League,57117735
AS Unirea Cobia,Cobia,Romania,Romanian Lower League,57117733
Unirea Topraisar,Topraisar,Romania,Romanian Lower League,57117727
Litoral Corbu,Litoral,Romania,Romanian Lower League,57117725
Viorel Kraus Soccer,VK Soccer,Romania,Romanian Lower League,57117707
ACS Halchiu,Halchiu,Romania,Romanian Lower League,57116095
AFC Viitorul Botosani,Viitorul Botosani,Romania,Romanian Lower League,57115983
ACS Sport Team Bucuresti,Sport Team,Romania,Romanian Lower League,57153790
AS Metropolitan Estudiantes FC Bucuresti,Metropolitan Bucuresti,Romania,,57155843
Victoria Hlipiceni,Hlipiceni,Romania,Romanian Lower League,57155842
Vointa Motca,,Romania,Romanian Lower League,57155349
ACS Viitorul 1913 Caransebes,Viitorul Caransebes,Romania,,57154482
AS Recolta Rafnic,Rafnic,Romania,Romanian Lower League,57154481
AS Viitorul I.L. Caragiale,I.L. Caragiale,Romania,Romanian Lower League,57156895
ACS Unirea Banloc,Banloc,Romania,Romanian Lower League,57154432
AS Tineretul Silistea,,Romania,Romanian Lower League,57154236
CS Albota 2012,Albota 2012,Romania,Romanian Lower League,57154112
AS FC Bihor Legenda 1902,Bihor 1902,Romania,Romanian Lower League,57153918
Liceul Tehnologic Sf. Pantelimon,Sf. Pantelimon,Romania,Romanian U19 National Championship Group 4,57153853
FC Viitorul Mihai Georgescu Cluj-Napoca,Viitorul Mihai Georgescu,Romania,,57142084
Secunda Adincata,,Romania,Romanian Lower League,57159233
AS Arrubium Macin,Arrubium Macin,Romania,Romanian Lower League,57159522
Inter Pericei,,Romania,Romanian Lower League,57159491
Cetatea Buciumi,,Romania,Romanian Lower League,57159490
AS Holboca,AS Holboca,Romania,Romanian Lower League,57159236
AS Olimpic Bucuresti,Olimpic Bucuresti,Romania,,57155844
Benfica Nova Geracao,Benfica Nova,Romania,Romanian Lower League,57153495
AS FC Traian,,Romania,Romanian Lower League,57159232
AFK Csikszereda Miercurea Ciuc II,Csikszereda II,Romania,,57159183
CSS Slatina,,Romania,Romanian U19 National Championship Group 6,57159180
AS Unirea Fratesti,Unirea Fratesti,Romania,Romanian Lower League,57159172
ACS Comunal Recolta Dorolt II,Dorolt II,Romania,Romanian Lower League,57157518
AS Ajax Dobrotesti,,Romania,Romanian Lower League,57156897
AS Spic de Grau Ghimpati,Spic de Grau Ghimpati,Romania,Romanian Lower League,57156896
Vointa Maia,,Romania,Romanian Lower League,57159234
AS Viitorul Petrachioaia,Viitorul Petrachioaia,Romania,Romanian Lower League,57142920
ACS Victoria Tinganu,Tinganu,Romania,Romanian Lower League,57142918
AS Gloria Burias,Gloria Burias,Romania,Romanian Lower League,57142916
ACS Cornetu,Cornetu,Romania,Romanian Lower League,57142914
AFC Venus 1914,Venus 1914,Romania,Romanian Lower League,57142912
AS Libertatea Urziceanca,Urziceanca,Romania,Romanian Lower League,57142953
AS Stiinta Odobesti,Stiinta Odobesti,Romania,Romanian Lower League,57142957
ACS Oltul Fagaras,Oltul Fagaras,Romania,Romanian Lower League,57142903
Speranta Dumbravita,Speranta Dumbravita,Romania,Romanian Lower League,57142895
CS Europa Hiliseu,Hiliseu,Romania,Romanian Lower League,57142889
Gaz Metan Valea Lunga,Valea Lunga,Romania,Romanian Lower League,57142861
AS Steaua Magica Iasi,Steaua Magica,Romania,,57142999
Pajura Husi,,Romania,,57143083
CS Hida,,Romania,Romanian Lower League,57143067
Gloria Ban,Gloria Ban,Romania,Romanian Lower League,57143065
AS Tufeni Baicoi,,Romania,Romanian Lower League,57143059
LPS Piatra Neamt,,Romania,Romanian U19 National Championship Group 1,57143057
ACS Electrica Baia Mare,Electrica Baia Mare,Romania,,57143033
ACS Fulgerul Cernica,Fulgerul Cernica,Romania,,57142922
ACS Vointa 2010,Vointa 2010,Romania,,57110276
Stiinta Godinesti,Godinesti,Romania,Romanian Lower League,57142987
AS Olimpia Mirsa,Olimpia Mirsa,Romania,Romanian Lower League,57142985
ACS Vointa Toporu,Vointa Toporu,Romania,Romanian Lower League,57142981
AS U Unirea Joita,Unirea Joita,Romania,,57142977
CS Luceafarul Craiova,Luceafarul Craiova,Romania,,57142963
AS Gloria Chechis,Gloria Chechis,Romania,Romanian Lower League,57143031
ASFC Unirea Maracineni,Un. Maracineni,Romania,Romanian Lower League,57076878
Intersport Filipestii de Targ,Filipestii de Targ,Romania,Romanian Lower League,57080719
AS Turbo Forest Poiana Stampei,Poiana Stampei,Romania,Romanian Lower League,57080183
Sportul Valea Calugareasca,Sp. Val. Calugareasca,Romania,Romanian Lower League,57077249
Sportul Sebes,,Romania,Romanian Lower League,57081026
LPS Iolanda Balas Soter Buzau,LPS Buzau,Romania,Romanian U19 Top League East,57076870
Steaua Lupsanu,Lupsanu,Romania,Romanian Lower League,57086457
AS Viitorul Valea Ramnicului,Viitorul V. Ramnicului,Romania,Romanian Lower League,57076880
CN Dinicu Golescu,Dinicu Golescu,Romania,Romanian U19 National Championship Group 5,57084237
CS Avantul Valea Marului,Valea Marului,Romania,Romanian Fourth League Galati,57110290
Progresul Movila Banului,Movila Banului,Romania,Romanian Lower League,57086435
AS Siretul Vadeni,Vadeni,Romania,Romanian Lower League,57086427
AS Viitorul Selaru,Selaru,Romania,Romanian Lower League,57086358
AS Avantul Bobda,Av. Bobda,Romania,Romanian Lower League,57086294
CSO Faget,,Romania,Romanian Lower League,57086288
Victoria Comisani,Comisani,Romania,Romanian Lower League,57080816
CS Edilul Pitesti,Edilul Pitesti,Romania,Romanian Lower League,57084242
AS Luceafarul Maxenu,Maxenu,Romania,Romanian Lower League,57076860
AS Targsorul Vechi Stancesti,Targsorul Vechi,Romania,Romanian Lower League,57081330
Silva Miracol Harau,Silva Miracol,Romania,Romanian Lower League,57081117
Recolta Urzica,Rec. Urzica,Romania,Romanian Lower League,57075276
AS Progresul Beceni,Progr. Beceni,Romania,Romanian Lower League,57076865
Unirea Spantov,Un. Spantov,Romania,Romanian Lower League,57076765
ACS Zarea Cuza Voda,,Romania,Romanian Lower League,57076753
Fortuna Tamadau,Fortuna Tamadau,Romania,Romanian Lower League,57076751
CS Budesti (CL),CS Budesti (CL),Romania,Romanian Lower League,57076743
Rapid Ulmeni,,Romania,Romanian Lower League,57076773
Avantul Pietroiu,,Romania,Romanian Lower League,57076775
Unirea Parscoveni,Un. Parscoveni,Romania,Romanian Lower League,57075274
Gloria Deveselu,Gl. Deveselu,Romania,Romanian Lower League,57075270
Valea Oltului Ipotesti,V. Oltului Ipotesti,Romania,Romanian Lower League,57075266
Gloria Visina,Gl. Visina,Romania,Romanian Lower League,57075262
Soimii Unirea,Soimii Unirea,Romania,Romanian Lower League,57076739
AS Avantul Chiojdu,Av. Chiojdu,Romania,Romanian Lower League,57076837
CS Pescarusul Luciu,Pescarusul Luciu,Romania,Romanian Lower League,57076855
AS Olimpia Pogoanele,Pogoanele,Romania,Romanian Lower League,57076853
AS Steaua Sahateni,Sahateni,Romania,,57076847
AS Luceafarul C.A. Rosetti,Luc. Rosetti,Romania,Romanian Lower League,57076843
International Canesti,Inter Canesti,Romania,Romanian Lower League,57076841
Avantul Dor Marunt,Av. Dor Marunt,Romania,Romanian Lower League,57076771
Atletic Dorobantu,Dorobantu,Romania,Romanian Lower League,57086463
AS Victoria Boboc,Victoria Boboc,Romania,Romanian Lower League,57076834
AS Viitorul Tisau,V. Tisau,Romania,Romanian Lower League,57076830
Lumina Frumusani,Frumusani,Romania,Romanian Lower League,57076794
ACS MSE Tirgu Mures,MSE Tirgu Mures,Romania,,57065509
Dinamo Sarulesti,,Romania,Romanian Lower League,57076779
CS Viitorul 08 Vernesti,Viitorul 08 Vernesti,Romania,Romanian Lower League,57076839
Vointa Bosia,Bosia,Romania,Romanian Lower League,57107747
AS Vointa Racasdia,Racasdia,Romania,Romanian Lower League,57107741
CS Mihalaseni,CS Mihalaseni,Romania,Romanian Lower League,57107729
